"","Subject","Harmony","Instrument","Voice","Selfdeclare","OMSI","X16.minus.17","ConsInstr","ConsNotes","Instr.minus.Notes","PachListen","ClsListen","KnowRob","KnowAxis","X1990s2000s","X1990s2000s.minus.1960s1970s","CollegeMusic","NoClass","APTheory","Composing","PianoPlay","GuitarPlay","X1stInstr","X2ndInstr","first12","Classical","Popular"
"1","15","I-IV-V","guitar","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",3,9
"2","15","I-IV-V","guitar","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",3,7
"3","15","I-IV-V","guitar","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",1,8
"4","15","I-IV-V","piano","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",3,7
"5","15","I-IV-V","piano","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",2,8
"6","15","I-IV-V","piano","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",8,3
"7","15","I-IV-V","string","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",10,1
"8","15","I-IV-V","string","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",6,4
"9","15","I-IV-V","string","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",5,5
"10","15","I-V-IV","guitar","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",1,8
"11","15","I-V-IV","guitar","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",2,8
"12","15","I-V-IV","guitar","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",2,8
"13","15","I-V-IV","piano","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",4,7
"14","15","I-V-IV","piano","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",4,6
"15","15","I-V-IV","piano","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",2,8
"16","15","I-V-IV","string","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",8,2
"17","15","I-V-IV","string","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",8,4
"18","15","I-V-IV","string","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",8,3
"19","15","I-V-VI","guitar","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",10,3
"20","15","I-V-VI","guitar","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",3,7
"21","15","I-V-VI","guitar","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",4,7
"22","15","I-V-VI","piano","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",8,7
"23","15","I-V-VI","piano","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",4,6
"24","15","I-V-VI","piano","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",6,6
"25","15","I-V-VI","string","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",10,4
"26","15","I-V-VI","string","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",9,2
"27","15","I-V-VI","string","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",9,4
"28","15","IV-I-V","guitar","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",3,7
"29","15","IV-I-V","guitar","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",2,7
"30","15","IV-I-V","guitar","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",6,6
"31","15","IV-I-V","piano","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",8,3
"32","15","IV-I-V","piano","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",6,5
"33","15","IV-I-V","piano","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",6,4
"34","15","IV-I-V","string","contrary",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",8,4
"35","15","IV-I-V","string","par3rd",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",9,3
"36","15","IV-I-V","string","par5th",5,734,5,4.33,5,-0.67,5,4,0,0,5,2,0,0,0,4,1,5,4,NA,"string",7,6
"37","16","I-IV-V","guitar","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",3,8
"38","16","I-IV-V","guitar","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",3,8
"39","16","I-IV-V","guitar","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",3,8
"40","16","I-IV-V","piano","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",5,5
"41","16","I-IV-V","piano","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",6,5
"42","16","I-IV-V","piano","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",7,5
"43","16","I-IV-V","string","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",8,2
"44","16","I-IV-V","string","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",9,1
"45","16","I-IV-V","string","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",9,2
"46","16","I-V-IV","guitar","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",4,7
"47","16","I-V-IV","guitar","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",4,6
"48","16","I-V-IV","guitar","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",5,7
"49","16","I-V-IV","piano","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",4,8
"50","16","I-V-IV","piano","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",3,7
"51","16","I-V-IV","piano","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",7,4
"52","16","I-V-IV","string","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",9,1
"53","16","I-V-IV","string","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",8,2
"54","16","I-V-IV","string","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",9,1
"55","16","I-V-VI","guitar","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",3,8
"56","16","I-V-VI","guitar","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",3,8
"57","16","I-V-VI","guitar","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",4,7
"58","16","I-V-VI","piano","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",4,7
"59","16","I-V-VI","piano","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",5,7
"60","16","I-V-VI","piano","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",5,6
"61","16","I-V-VI","string","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",8,2
"62","16","I-V-VI","string","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",9,1
"63","16","I-V-VI","string","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",9,1
"64","16","IV-I-V","guitar","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",3,7
"65","16","IV-I-V","guitar","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",4,7
"66","16","IV-I-V","guitar","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",4,6
"67","16","IV-I-V","piano","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",6,4
"68","16","IV-I-V","piano","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",6,5
"69","16","IV-I-V","piano","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",4,7
"70","16","IV-I-V","string","contrary",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",9,2
"71","16","IV-I-V","string","par3rd",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",9,1
"72","16","IV-I-V","string","par5th",1,259,-1,2.33,NA,2.33,5,0,0,0,5,3,1,1,0,0,0,0,3,1,"string",10,1
"73","17","I-IV-V","guitar","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",2,10
"74","17","I-IV-V","guitar","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",1,8
"75","17","I-IV-V","guitar","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",4,7
"76","17","I-IV-V","piano","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",2,8
"77","17","I-IV-V","piano","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",4,8
"78","17","I-IV-V","piano","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",5,6
"79","17","I-IV-V","string","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",7,2
"80","17","I-IV-V","string","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",4,6
"81","17","I-IV-V","string","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",9,5
"82","17","I-V-IV","guitar","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",3,9
"83","17","I-V-IV","guitar","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",1,8
"84","17","I-V-IV","guitar","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",1,10
"85","17","I-V-IV","piano","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",5,5
"86","17","I-V-IV","piano","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",3,9
"87","17","I-V-IV","piano","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",3,8
"88","17","I-V-IV","string","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",8,3
"89","17","I-V-IV","string","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",7,6
"90","17","I-V-IV","string","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",7,4
"91","17","I-V-VI","guitar","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",1,7
"92","17","I-V-VI","guitar","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",1,10
"93","17","I-V-VI","guitar","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",1,9
"94","17","I-V-VI","piano","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",4,7
"95","17","I-V-VI","piano","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",4,7
"96","17","I-V-VI","piano","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",5,7
"97","17","I-V-VI","string","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",10,1
"98","17","I-V-VI","string","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",10,3
"99","17","I-V-VI","string","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",8,1
"100","17","IV-I-V","guitar","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",1,9
"101","17","IV-I-V","guitar","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",2,7
"102","17","IV-I-V","guitar","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",1,9
"103","17","IV-I-V","piano","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",6,6
"104","17","IV-I-V","piano","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",4,8
"105","17","IV-I-V","piano","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",2,9
"106","17","IV-I-V","string","contrary",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",6,5
"107","17","IV-I-V","string","par3rd",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",8,1
"108","17","IV-I-V","string","par5th",2,67,3,2.33,0,2.33,5,1,0,0,5,5,1,0,0,0,0,0,NA,NA,"string",7,5
"109","18b","I-IV-V","guitar","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",2,8
"110","18b","I-IV-V","guitar","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",2,7
"111","18b","I-IV-V","guitar","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",3,6
"112","18b","I-IV-V","piano","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",4,6
"113","18b","I-IV-V","piano","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",3,7
"114","18b","I-IV-V","piano","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",6,3
"115","18b","I-IV-V","string","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",4,7
"116","18b","I-IV-V","string","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",3,7
"117","18b","I-IV-V","string","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",6,0
"118","18b","I-V-IV","guitar","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",4,6
"119","18b","I-V-IV","guitar","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",2,7
"120","18b","I-V-IV","guitar","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",1,9
"121","18b","I-V-IV","piano","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",6,4
"122","18b","I-V-IV","piano","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",3,6
"123","18b","I-V-IV","piano","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",4,4
"124","18b","I-V-IV","string","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",7,3
"125","18b","I-V-IV","string","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",6,3
"126","18b","I-V-IV","string","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",5,4
"127","18b","I-V-VI","guitar","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",1,9
"128","18b","I-V-VI","guitar","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",3,7
"129","18b","I-V-VI","guitar","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",3,6
"130","18b","I-V-VI","piano","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",4,5
"131","18b","I-V-VI","piano","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",5,4
"132","18b","I-V-VI","piano","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",4,4
"133","18b","I-V-VI","string","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",9,1
"134","18b","I-V-VI","string","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",5,4
"135","18b","I-V-VI","string","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",6,4
"136","18b","IV-I-V","guitar","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",1,8
"137","18b","IV-I-V","guitar","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",4,6
"138","18b","IV-I-V","guitar","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",2,8
"139","18b","IV-I-V","piano","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",2,8
"140","18b","IV-I-V","piano","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",5,3
"141","18b","IV-I-V","piano","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",5,5
"142","18b","IV-I-V","string","contrary",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",3,8
"143","18b","IV-I-V","string","par3rd",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",8,2
"144","18b","IV-I-V","string","par5th",2,67,-1,1,0,1,5,1,0,0,5,5,1,NA,NA,0,0,0,NA,NA,"string",4,3
"145","19","I-IV-V","guitar","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",3,6
"146","19","I-IV-V","guitar","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",2,7
"147","19","I-IV-V","guitar","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",3,7
"148","19","I-IV-V","piano","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",4,6
"149","19","I-IV-V","piano","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",5,5
"150","19","I-IV-V","piano","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",3,7
"151","19","I-IV-V","string","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",9,1
"152","19","I-IV-V","string","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",7,3
"153","19","I-IV-V","string","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",8,1
"154","19","I-V-IV","guitar","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",2,8
"155","19","I-V-IV","guitar","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",3,7
"156","19","I-V-IV","guitar","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",1,8
"157","19","I-V-IV","piano","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",4,6
"158","19","I-V-IV","piano","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",3,7
"159","19","I-V-IV","piano","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",5,5
"160","19","I-V-IV","string","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",9,1
"161","19","I-V-IV","string","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",8,1
"162","19","I-V-IV","string","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",6,4
"163","19","I-V-VI","guitar","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",2,8
"164","19","I-V-VI","guitar","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",1,9
"165","19","I-V-VI","guitar","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",4,6
"166","19","I-V-VI","piano","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",5,5
"167","19","I-V-VI","piano","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",6,4
"168","19","I-V-VI","piano","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",6,4
"169","19","I-V-VI","string","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",8,1
"170","19","I-V-VI","string","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",7,2
"171","19","I-V-VI","string","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",6,4
"172","19","IV-I-V","guitar","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",4,6
"173","19","IV-I-V","guitar","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",1,8
"174","19","IV-I-V","guitar","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",3,7
"175","19","IV-I-V","piano","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",6,4
"176","19","IV-I-V","piano","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",7,3
"177","19","IV-I-V","piano","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",3,7
"178","19","IV-I-V","string","contrary",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",8,2
"179","19","IV-I-V","string","par3rd",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",7,2
"180","19","IV-I-V","string","par5th",2,67,-4,3.67,3,0.67,5,1,0,0,5,2,0,0,0,0,0,0,1,NA,"string",7,3
"181","20","I-IV-V","guitar","contrary",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",4,6
"182","20","I-IV-V","guitar","par3rd",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",2,7
"183","20","I-IV-V","guitar","par5th",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",3,7
"184","20","I-IV-V","piano","contrary",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",4,6
"185","20","I-IV-V","piano","par3rd",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",5,5
"186","20","I-IV-V","piano","par5th",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",5,5
"187","20","I-IV-V","string","contrary",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",6,4
"188","20","I-IV-V","string","par3rd",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",6,4
"189","20","I-IV-V","string","par5th",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",7,2
"190","20","I-V-IV","guitar","contrary",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",4,6
"191","20","I-V-IV","guitar","par3rd",4,784,2,3,1,2,3,0,0,0,5,5,1,1,0,1,0,0,5,NA,"string",3,7
